"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048598","GO:0048598","embryonic morphogenesis","34/577","302/9364",0.000449671567575166,0.0264406881734198,0.0236804485661388,"ABL1/COL12A1/COL5A2/COL6A1/COL7A1/CRABP2/CTHRC1/DUSP4/EDN1/FOXC1/GJA1/HOXD9/ID2/IRX3/ITGA2/ITGA3/ITGB4/LAMA5/LAMB3/LRIG3/MBNL1/MDFI/MICAL2/MMP2/PAF1/PTK7/RGMA/SFRP1/SOX2/SPINT1/SPINT2/TFAP2A/TP53/WLS",34
"GO:0002683","GO:0002683","negative regulation of immune system process","38/577","351/9364",0.000461477439857936,0.0267526921472573,0.0239598813103409,"ADAR/ATM/CARD8/CD68/CD74/CD84/COL3A1/DAB2IP/DLG5/F2RL1/FCRL3/FGL2/FSTL3/GBP1/ID2/IL20RB/IL4R/JAK3/KITLG/LAPTM5/LAX1/LPXN/LST1/MNDA/PDCD1LG2/PIAS3/PTPRC/RC3H1/SAMSN1/SERPINB4/SERPING1/SFRP1/SLAMF8/SPI1/TLR4/TMEM131L/TYROBP/ZDHHC12",38
"GO:0051249","GO:0051249","regulation of lymphocyte activation","41/577","389/9364",0.000484638663522757,0.0277051769313843,0.0248129327435189,"ABL1/ATM/B2M/CCL19/CCR7/CD38/CD74/CSK/DLG5/EFNB1/FANCA/FCRL3/FGL2/HLA-DMB/HLA-DPB1/HLA-DQA1/HLA-DQB1/HLA-DRB4/HSPH1/ID2/IL20RB/IL4R/JAK3/KITLG/LAPTM5/LAX1/LST1/MAP3K8/MNDA/NFATC2/NLRP3/PDCD1LG2/PTPRC/RC3H1/SAMSN1/SFRP1/SLAMF8/SPI1/TLR4/TMEM131L/TYROBP",41
"GO:0042100","GO:0042100","B cell proliferation","12/577","65/9364",0.000530446722593365,0.0299084754821136,0.0267862209448012,"ABL1/ATM/CD38/CD74/FCRL3/MNDA/MS4A1/NFATC2/PTPRC/RC3H1/TLR4/TYROBP",12
"GO:0032731","GO:0032731","positive regulation of interleukin-1 beta production","10/577","48/9364",0.000566571617124168,0.0315136321092308,0.0282238094334116,"APP/CARD8/CCL19/F2RL1/GBP5/HSPB1/NLRP3/TLR4/TLR8/TYROBP",10
"GO:0007520","GO:0007520","myoblast fusion","7/577","25/9364",0.000588793874667383,0.0318878366859335,0.0285589494333127,"CD9/CXCL9/DOCK1/EHD1/IL4R/NFATC2/PTGFRN",7
"GO:0045104","GO:0045104","intermediate filament cytoskeleton organization","7/577","25/9364",0.000588793874667383,0.0318878366859335,0.0285589494333127,"DSP/DST/FAM83H/KRT17/KRT5/KRT9/PLEC",7
"GO:0003018","GO:0003018","vascular process in circulatory system","18/577","125/9364",0.000617564220214331,0.0330116146805479,0.0295654121557155,"ABCC5/ABL1/ADCY6/CD38/EDN1/F2RL1/FOXC1/MMP2/P2RY2/PIK3C2A/PLEC/SCPEP1/SLC2A1/SLC5A1/SLC7A5/SLCO2B1/TJP1/ZEB2",18
"GO:0002286","GO:0002286","T cell activation involved in immune response","14/577","85/9364",0.000632825512232505,0.0333937154916537,0.0299076240733905,"CCL19/CD74/F2RL1/FCER1G/FGL2/HLA-DMB/ICAM1/IL4R/JAK3/LCP1/LY9/NLRP3/RC3H1/TP53",14
"GO:0030888","GO:0030888","regulation of B cell proliferation","10/577","49/9364",0.000673328415010981,0.034999193228509,0.0313455001499254,"ATM/CD38/CD74/FCRL3/MNDA/NFATC2/PTPRC/RC3H1/TLR4/TYROBP",10
"GO:0031032","GO:0031032","actomyosin structure organization","18/577","126/9364",0.000680256428153721,0.034999193228509,0.0313455001499254,"ABL1/ACTG1/ANLN/ARHGEF5/CDC42BPG/EDN1/EPB41L3/GPR65/PDGFRB/PLEC/PPFIA1/S100A10/SFRP1/TACSTD2/TESK1/TJP1/TMOD3/ZEB2",18
"GO:0009617","GO:0009617","response to bacterium","41/577","396/9364",0.00069550844449161,0.035307497549341,0.0316216194613555,"ABL1/ANXA3/B2M/CARD8/CCR7/CD68/CLDN1/CXCL9/DAB2IP/EDN1/ERAP1/F2RL1/FCER1G/GBP1/GBP5/GJB2/GSDMC/IFNAR1/IL36G/IL36RN/IRF8/KLK7/LCN2/LYZ/MS4A1/NAGK/NLRP3/OPTN/PAF1/PDCD1LG2/PI3/PLAC8/S100A8/S100A9/SHC1/SLAMF8/SLC7A5/SLC9A9/SLPI/SPI1/TLR4",41
"GO:0031099","GO:0031099","regeneration","17/577","116/9364",0.000707370833985388,0.035307497549341,0.0316216194613555,"ANXA3/CD9/CLDN1/HOPX/HSPG2/KLF5/LCP1/MMP2/POSTN/PTGFRN/PTPRF/RGMA/SLC7A5/SOX2/SPP1/TNC/ULK1",17
"GO:0002396","GO:0002396","MHC protein complex assembly","6/577","19/9364",0.000724297923302158,0.035307497549341,0.0316216194613555,"B2M/HLA-DMB/HLA-DPB1/HLA-DQA1/HLA-DQB1/HLA-DRB4",6
"GO:0002501","GO:0002501","peptide antigen assembly with MHC protein complex","6/577","19/9364",0.000724297923302158,0.035307497549341,0.0316216194613555,"B2M/HLA-DMB/HLA-DPB1/HLA-DQA1/HLA-DQB1/HLA-DRB4",6
"GO:0003161","GO:0003161","cardiac conduction system development","5/577","13/9364",0.00074201488953306,0.035307497549341,0.0316216194613555,"DSG2/GJA1/HOPX/ID2/IRX3",5
"GO:0045109","GO:0045109","intermediate filament organization","5/577","13/9364",0.00074201488953306,0.035307497549341,0.0316216194613555,"DSP/KRT17/KRT5/KRT9/PLEC",5
"GO:0050865","GO:0050865","regulation of cell activation","47/577","474/9364",0.000750146496532968,0.035307497549341,0.0316216194613555,"ABL1/ATM/B2M/CCL19/CCR7/CD38/CD74/CD84/CD9/CSK/DLG5/EFNB1/F2RL1/FANCA/FCER1G/FCRL3/FGL2/HLA-DMB/HLA-DPB1/HLA-DQA1/HLA-DQB1/HLA-DRB4/HSPH1/ID2/IL20RB/IL4R/JAK3/KITLG/LAPTM5/LAX1/LRRK2/LST1/MAP3K8/MNDA/NFATC2/NLRP3/PDCD1LG2/PLEK/PTPRC/RC3H1/SAMSN1/SFRP1/SLAMF8/SPI1/TLR4/TMEM131L/TYROBP",47
"GO:0045103","GO:0045103","intermediate filament-based process","7/577","26/9364",0.00076345172057613,0.035307497549341,0.0316216194613555,"DSP/DST/FAM83H/KRT17/KRT5/KRT9/PLEC",7
"GO:0086065","GO:0086065","cell communication involved in cardiac conduction","7/577","26/9364",0.00076345172057613,0.035307497549341,0.0316216194613555,"DSC2/DSG2/DSP/GJA1/GJC1/IRX3/JUP",7
"GO:0032615","GO:0032615","interleukin-12 production","10/577","50/9364",0.000796145148579897,0.0360102574896138,0.032251015735417,"CCL19/CCR7/CMKLR1/IL16/IRF8/JAK3/LAPTM5/TLR4/TLR8/UNC93B1",10
"GO:0032655","GO:0032655","regulation of interleukin-12 production","10/577","50/9364",0.000796145148579897,0.0360102574896138,0.032251015735417,"CCL19/CCR7/CMKLR1/IL16/IRF8/JAK3/LAPTM5/TLR4/TLR8/UNC93B1",10
"GO:1904645","GO:1904645","response to amyloid-beta","8/577","34/9364",0.000860580777778628,0.0385016356667047,0.034482309883075,"APP/BCL2L2/GJA1/ICAM1/LGMN/MMP13/MMP2/TLR4",8
"GO:0007411","GO:0007411","axon guidance","15/577","98/9364",0.000907806920660427,0.0397503541004077,0.0356006700577023,"APP/EDN1/EFNA3/EFNB1/EMB/ENAH/NECTIN1/NIBAN2/NOTCH3/PTK2/PTK7/RAC3/SEMA3F/SEMA4B/TUBB3",15
"GO:0097485","GO:0097485","neuron projection guidance","15/577","98/9364",0.000907806920660427,0.0397503541004077,0.0356006700577023,"APP/EDN1/EFNA3/EFNB1/EMB/ENAH/NECTIN1/NIBAN2/NOTCH3/PTK2/PTK7/RAC3/SEMA3F/SEMA4B/TUBB3",15
"GO:0002250","GO:0002250","adaptive immune response","36/577","339/9364",0.000923006750984291,0.0399904819689615,0.0358157301046757,"B2M/CCL19/CD247/CD3D/CD74/CD84/CSK/CTSS/ERAP1/FCER1G/HLA-DMB/HLA-DPB1/HLA-DQA1/HLA-DQB1/HLA-DRB4/ICAM1/IL20RB/IL4R/JAG1/JAK3/LAX1/LY9/NLRP3/PDCD1LG2/PTPRC/PVR/RC3H1/SAMSN1/SERPING1/SLAMF7/STX7/TAP1/THEMIS/TLR4/TLR8/UNC93B1",36
"GO:0050864","GO:0050864","regulation of B cell activation","16/577","109/9364",0.000987702134452174,0.0419564007737187,0.0375764194950547,"ATM/CD38/CD74/FCRL3/ID2/LAPTM5/MNDA/NFATC2/PTPRC/RC3H1/SAMSN1/SFRP1/SLAMF8/SPI1/TLR4/TYROBP",16
"GO:1901654","GO:1901654","response to ketone","18/577","130/9364",0.0009887684341717,0.0419564007737187,0.0375764194950547,"ADCY6/CCL19/CCR7/CD38/CLDN1/CYBB/CYP1B1/DSG2/EDN1/FOSL1/GJB2/LIPA/POSTN/PTPRC/SFRP1/SPP1/TNC/TXNIP",18
"GO:0002468","GO:0002468","dendritic cell antigen processing and presentation","5/577","14/9364",0.00109616496320268,0.0451609554209405,0.0404464390271939,"CCL19/CCR7/CD68/CD74/FGL2",5
"GO:0060143","GO:0060143","positive regulation of syncytium formation by plasma membrane fusion","5/577","14/9364",0.00109616496320268,0.0451609554209405,0.0404464390271939,"CXCL9/EHD1/IL4R/NFATC2/TYROBP",5
"GO:0050853","GO:0050853","B cell receptor signaling pathway","10/577","52/9364",0.00109720494219972,0.0451609554209405,0.0404464390271939,"ABL1/BCAR1/CD38/FCRL3/LPXN/MNDA/MS4A1/NFATC2/PRKCH/PTPRC",10
"GO:0002694","GO:0002694","regulation of leukocyte activation","44/577","444/9364",0.00111372090183868,0.0453868834848316,0.0406487816387602,"ABL1/ATM/B2M/CCL19/CCR7/CD38/CD74/CD84/CSK/DLG5/EFNB1/F2RL1/FANCA/FCRL3/FGL2/HLA-DMB/HLA-DPB1/HLA-DQA1/HLA-DQB1/HLA-DRB4/HSPH1/ID2/IL20RB/IL4R/JAK3/KITLG/LAPTM5/LAX1/LRRK2/LST1/MAP3K8/MNDA/NFATC2/NLRP3/PDCD1LG2/PTPRC/RC3H1/SAMSN1/SFRP1/SLAMF8/SPI1/TLR4/TMEM131L/TYROBP",44
"GO:0060326","GO:0060326","cell chemotaxis","25/577","210/9364",0.00113361633239327,0.0457447531777521,0.0409692920128095,"ARHGEF5/BCAR1/CCL19/CCR7/CD74/CMKLR1/CXCL9/EDN1/F2RL1/FCER1G/HBEGF/HSPB1/IL16/LGMN/MMP2/PDGFRB/PLA2G7/PLEC/PLEKHG5/PTK2/RAC3/S100A8/S100A9/SLAMF8/SPI1",25
"GO:0048589","GO:0048589","developmental growth","37/577","356/9364",0.00117014738353595,0.0467604527246017,0.0418789589897077,"ABL1/APP/ATM/ATN1/CD9/CLIC4/COL3A1/CRABP2/CTTN/EDN1/ERCC6/EVC/FGFR3/FOXC1/GINS1/HOPX/KLF5/LGMN/LPAR3/MMP13/PLAC8/PLEC/POSTN/PPP1R13L/PSAP/PTGFRN/PTK7/RGMA/SEMA3F/SEMA4B/SFRP1/SOX2/SPP1/TNC/TP53/TSKU/ULK1",37
"GO:0030036","GO:0030036","actin cytoskeleton organization","44/577","446/9364",0.00121957182480053,0.047841379143341,0.0428470435680989,"ABL1/ACTG1/ANLN/ARHGEF5/ARPC1A/BCAR1/CCR7/CDC42BPG/CDC42EP1/CTTN/CYTH2/EDN1/ENAH/EPB41L3/F2RL1/FLNB/GPR65/LCP1/MICAL2/MTSS1/MYO1D/PDGFRB/PDLIM4/PDLIM7/PLEC/PLEK/PLS3/PPFIA1/PTK7/RAC3/RHOD/RHOV/RND3/S100A10/SFRP1/SHC1/SMTN/TACSTD2/TESK1/TJP1/TMOD3/TYROBP/WIPF1/ZEB2",44
"GO:1900024","GO:1900024","regulation of substrate adhesion-dependent cell spreading","9/577","44/9364",0.00122044334549339,0.047841379143341,0.0428470435680989,"ABL1/DOCK1/GBP1/POSTN/PTK2/RAC3/S100A10/TACSTD2/TESK1",9
"GO:0071229","GO:0071229","cellular response to acid chemical","11/577","62/9364",0.00126460106096469,0.0482379041134524,0.0432021738543579,"BCL2L2/COL1A2/COL3A1/COL5A2/COL6A1/CYBB/EGFR/MMP2/PDGFC/PLEC/SLC7A5",11
"GO:0009611","GO:0009611","response to wounding","36/577","345/9364",0.0012654634538568,0.0482379041134524,0.0432021738543579,"ACTG1/AHNAK/AJUBA/CD109/CD9/CLDN1/COL3A1/DSP/DST/EDN1/ELK3/F2RL1/F3/FCER1G/FOSL1/HBEGF/HSPB1/ITGA2/ITGB4/ITGB6/MMP2/PLEC/PLEK/PTK2/PTK7/PTPRF/RGMA/S100A10/SERPING1/SOX2/SPP1/SYT7/TLR4/TNC/TSKU/TYROBP",36
"GO:0045664","GO:0045664","regulation of neuron differentiation","14/577","91/9364",0.00126571760064452,0.0482379041134524,0.0432021738543579,"APP/B2M/CSNK1E/DDX6/EFNA3/ID2/IRX3/JAG1/LRRK2/NOTCH3/RAC3/SFRP1/SOX2/YWHAG",14
"GO:0034694","GO:0034694","response to prostaglandin","6/577","21/9364",0.00130323720561617,0.0492121498928088,0.0440747145733253,"ADCY6/CCL19/CCR7/EDN1/SFRP1/TNC",6
"GO:0051017","GO:0051017","actin filament bundle assembly","16/577","112/9364",0.00132759516258748,0.0496761971746369,0.0444903182715919,"ABL1/ACTG1/ARHGEF5/GPR65/LCP1/MTSS1/PLEK/PLS3/PPFIA1/RHOD/S100A10/SFRP1/TACSTD2/TESK1/TJP1/ZEB2",16
"GO:0001667","GO:0001667","ameboidal-type cell migration","32/577","298/9364",0.00145727127545873,0.0536852133877378,0.0480808187007973,"ABL1/ANLN/ANXA3/BCAR1/CYP1B1/DAB2IP/DOCK1/EDN1/EFNB1/GADD45A/GIPC1/GJA1/HBEGF/HSPB1/ITGA2/ITGA3/ITGB4/JUP/KITLG/LAMA5/LGMN/LPXN/PIK3C2A/PLEC/PLEKHG5/PTK2/S100A9/SEMA3F/SEMA4B/TACSTD2/TESK1/ZEB2",32
"GO:0044703","GO:0044703","multi-organism reproductive process","16/577","113/9364",0.00146082213299967,0.0536852133877378,0.0480808187007973,"CD38/CTSB/DSG2/EDN1/FOSL1/GJA1/GJB2/HSPG2/ITGA2/ITGA3/ITGB4/MMP2/PTHLH/SLC2A1/SPP1/UBE2Q1",16
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","21/577","168/9364",0.00149621859633783,0.0544994313497922,0.0488100374883567,"APP/ATP6AP1/CCL19/CCR7/CD109/CD74/EVI2B/F2RL1/FSTL3/GLO1/ID2/ITGB6/KITLG/KLF10/PIAS3/SFRP1/SNX10/SPI1/TLR4/TYROBP/UBD",21
"GO:0003229","GO:0003229","ventricular cardiac muscle tissue development","7/577","29/9364",0.00154159094898929,0.0552622484221624,0.0494932213120589,"DSG2/DSP/FOXC1/HOPX/ID2/IRX3/PPP1R13L",7
"GO:0007173","GO:0007173","epidermal growth factor receptor signaling pathway","12/577","73/9364",0.00154401325766489,0.0552622484221624,0.0494932213120589,"ABL1/AFAP1L2/BCAR1/DAB2IP/EGFR/GPRC5A/HBEGF/PIK3C2A/PTK2/PTK6/SHC1/TGFA",12
"GO:0002115","GO:0002115","store-operated calcium entry","5/577","15/9364",0.00156164315414821,0.0554114070902933,0.0496268087643106,"CD84/HOMER2/HOMER3/MS4A1/SARAF",5
"GO:0061572","GO:0061572","actin filament bundle organization","16/577","114/9364",0.00160512521786821,0.0561372050053668,0.0502768379951907,"ABL1/ACTG1/ARHGEF5/GPR65/LCP1/MTSS1/PLEK/PLS3/PPFIA1/RHOD/S100A10/SFRP1/TACSTD2/TESK1/TJP1/ZEB2",16
"GO:0061564","GO:0061564","axon development","28/577","251/9364",0.00160937565370099,0.0561372050053668,0.0502768379951907,"ABL1/ACTG1/APP/CRABP2/CTTN/EDN1/EFNA3/EFNB1/EMB/ENAH/LPAR3/MMP2/NECTIN1/NIBAN2/NOTCH3/PTK2/PTK7/PTPRF/RAC3/RGMA/S100A6/SEMA3F/SEMA4B/SPP1/TNC/TSKU/TUBB3/ULK1",28
"GO:0042476","GO:0042476","odontogenesis","11/577","64/9364",0.00165464516344582,0.0568471423724195,0.0509126624183451,"COL1A2/EDN1/FOXC1/FST/ITGB6/LAMA5/NECTIN1/SNX10/TFAP2A/TNC/WLS",11
"GO:0007565","GO:0007565","female pregnancy","15/577","104/9364",0.00168497360773449,0.0568471423724195,0.0509126624183451,"CD38/CTSB/DSG2/FOSL1/GJA1/GJB2/HSPG2/ITGA2/ITGA3/ITGB4/MMP2/PTHLH/SLC2A1/SPP1/UBE2Q1",15
"GO:0048771","GO:0048771","tissue remodeling","15/577","104/9364",0.00168497360773449,0.0568471423724195,0.0509126624183451,"CD38/CSK/CTHRC1/FOXC1/GJA1/JAG1/LIPA/MMP2/RAB3D/SFRP1/SNX10/SPP1/SYT7/TP53/TPP1",15
"GO:0050921","GO:0050921","positive regulation of chemotaxis","15/577","104/9364",0.00168497360773449,0.0568471423724195,0.0509126624183451,"CCL19/CCR7/CD74/CMKLR1/EDN1/F2RL1/F3/HSPB1/IL16/ITGA2/LGMN/PDGFRB/PLA2G7/PTK2/SPI1",15
"GO:0030199","GO:0030199","collagen fibril organization","9/577","46/9364",0.00169911832886574,0.056858301151312,0.0509226562917228,"AEBP1/COL12A1/COL1A2/COL3A1/COL5A2/COL5A3/CYP1B1/FOXC1/MMP11",9
"GO:0071230","GO:0071230","cellular response to amino acid stimulus","10/577","55/9364",0.00171764247519565,0.0569141979732963,0.0509727178411548,"BCL2L2/COL1A2/COL3A1/COL5A2/COL6A1/CYBB/EGFR/MMP2/PDGFC/SLC7A5",10
"GO:0002521","GO:0002521","leukocyte differentiation","44/577","454/9364",0.00173675872607468,0.0569141979732963,0.0509727178411548,"ABL1/APP/ATM/ATP6AP1/B2M/CCL19/CCR7/CD109/CD3D/CD74/EVI2B/F2RL1/FANCA/FCER1G/FCRL3/FGL2/FSTL3/GLO1/ID2/IKZF1/IL4R/IRF8/ITGB6/JAK3/KITLG/KLF10/LIPA/LY6D/LY9/MS4A1/NLRP3/PIAS3/PTPRC/RC3H1/SFRP1/SLAMF8/SNX10/SPI1/THEMIS/TLR4/TMEM131L/TP53/TYROBP/UBD",44
"GO:0031214","GO:0031214","biomineral tissue development","14/577","94/9364",0.00174227136652948,0.0569141979732963,0.0509727178411548,"COL1A2/FAM83H/FGFR3/ITGB6/KLF10/MMP13/NECTIN1/PTHLH/RXRA/SNX10/SPP1/SRGN/TFAP2A/WLS",14
"GO:0002009","GO:0002009","morphogenesis of an epithelium","30/577","277/9364",0.0017761158617379,0.0575629361174266,0.0515537318508588,"ABL1/ACTG1/AJUBA/CLIC4/CTHRC1/CTSZ/DLG5/EDN1/EGFR/ESRP2/FST/GJA1/HBEGF/IRX3/JAG1/KRT17/LAMA5/MICAL2/MMP2/MTSS1/PLEKHA4/PRICKLE2/PTK7/RGMA/SFRP1/SPINT1/SPINT2/TACSTD2/TFAP2A/TNC",30
"GO:0002263","GO:0002263","cell activation involved in immune response","25/577","217/9364",0.00180246398936037,0.0579604826578693,0.0519097770620067,"ABL1/ANXA3/APP/CCL19/CD74/CD84/F2RL1/FCER1G/FGL2/HLA-DMB/ICAM1/IL4R/IRF8/JAK3/LCP1/LY9/NLRP3/PTGDS/PTPRC/RC3H1/SNAP23/SPI1/TLR4/TP53/TYROBP",25
"GO:0044706","GO:0044706","multi-multicellular organism process","16/577","116/9364",0.00192982959219677,0.0611368550689487,0.0547545564041374,"CD38/CTSB/DSG2/EDN1/FOSL1/GJA1/GJB2/HSPG2/ITGA2/ITGA3/ITGB4/MMP2/PTHLH/SLC2A1/SPP1/UBE2Q1",16
"GO:0007266","GO:0007266","Rho protein signal transduction","14/577","95/9364",0.00193095023298429,0.0611368550689487,0.0547545564041374,"ABL1/ADGRG1/CDC42EP1/CDC42SE2/COL1A2/COL3A1/EPS8L1/F2RL1/GPR174/GPR65/ITGA3/PLEKHG5/RHOD/RHOV",14
"GO:0046849","GO:0046849","bone remodeling","10/577","56/9364",0.00197837833318103,0.0621603451860542,0.0556712006653271,"CD38/CSK/CTHRC1/GJA1/RAB3D/SFRP1/SNX10/SPP1/SYT7/TPP1",10
"GO:0007015","GO:0007015","actin filament organization","31/577","293/9364",0.00217166399316057,0.0653178325704422,0.0584990664573906,"ABL1/ACTG1/ARHGEF5/ARPC1A/BCAR1/CCR7/CDC42EP1/CTTN/ENAH/F2RL1/GPR65/LCP1/MICAL2/MTSS1/MYO1D/PLEC/PLEK/PLS3/PPFIA1/RAC3/RHOD/RHOV/RND3/S100A10/SFRP1/TACSTD2/TESK1/TJP1/TMOD3/WIPF1/ZEB2",31
"GO:0032703","GO:0032703","negative regulation of interleukin-2 production","6/577","23/9364",0.00218172480641962,0.0653178325704422,0.0584990664573906,"GBP1/HOMER2/HOMER3/IL20RB/LAPTM5/PTPRC",6
"GO:0086002","GO:0086002","cardiac muscle cell action potential involved in contraction","6/577","23/9364",0.00218172480641962,0.0653178325704422,0.0584990664573906,"DSC2/DSG2/DSP/GJA1/GJC1/JUP",6
"GO:0032231","GO:0032231","regulation of actin filament bundle assembly","12/577","76/9364",0.00220173948745261,0.0653178325704422,0.0584990664573906,"ABL1/ACTG1/ARHGEF5/GPR65/MTSS1/PLEK/PPFIA1/S100A10/SFRP1/TACSTD2/TESK1/TJP1",12
"GO:0045620","GO:0045620","negative regulation of lymphocyte differentiation","8/577","39/9364",0.00222140870339186,0.0653178325704422,0.0584990664573906,"CD74/FGL2/ID2/IL4R/JAK3/RC3H1/SFRP1/TMEM131L",8
"GO:0010447","GO:0010447","response to acidic pH","4/577","10/9364",0.00222169498538919,0.0653178325704422,0.0584990664573906,"CHP1/CTSS/GPR65/LGMN",4
"GO:0043383","GO:0043383","negative T cell selection","4/577","10/9364",0.00222169498538919,0.0653178325704422,0.0584990664573906,"CCR7/CD74/PTPRC/THEMIS",4
"GO:0098911","GO:0098911","regulation of ventricular cardiac muscle cell action potential","4/577","10/9364",0.00222169498538919,0.0653178325704422,0.0584990664573906,"DSC2/DSG2/DSP/JUP",4
"GO:1901741","GO:1901741","positive regulation of myoblast fusion","4/577","10/9364",0.00222169498538919,0.0653178325704422,0.0584990664573906,"CXCL9/EHD1/IL4R/NFATC2",4
"GO:0050900","GO:0050900","leukocyte migration","29/577","269/9364",0.00225430723162876,0.0658065855700991,0.0589367967537433,"ABL1/APP/ARHGEF5/CCL19/CCR7/CD74/CD9/CMKLR1/CXCL9/EDN1/F2RL1/FCER1G/ICAM1/IL16/ITGA2/ITGA3/ITGA6/KITLG/LGMN/MMP2/PLA2G7/PLEC/PTK2/RAC3/S100A8/S100A9/SELL/SLAMF8/SPI1",29
"GO:0007492","GO:0007492","endoderm development","9/577","48/9364",0.00231753346415506,0.0671758291441001,0.0601631000109044,"COL12A1/COL5A2/COL6A1/COL7A1/DUSP4/LAMB3/MMP2/PAF1/SOX2",9
"GO:0033627","GO:0033627","cell adhesion mediated by integrin","11/577","67/9364",0.00241913543899969,0.0690493262647143,0.0618410159529,"CYP1B1/ICAM1/ITGA2/ITGA3/ITGA6/ITGB4/ITGB6/LPXN/MUC1/PTK2/RAC3",11
"GO:0048041","GO:0048041","focal adhesion assembly","11/577","67/9364",0.00241913543899969,0.0690493262647143,0.0618410159529,"ABL1/ACTG1/AJUBA/CTTN/ITGA2/PTK2/RHOD/S100A10/SFRP1/THSD1/TRIP6",11
"GO:0007409","GO:0007409","axonogenesis","25/577","222/9364",0.00246604736659694,0.0690493262647143,0.0618410159529,"ABL1/ACTG1/APP/CRABP2/CTTN/EDN1/EFNA3/EFNB1/EMB/ENAH/LPAR3/NECTIN1/NIBAN2/NOTCH3/PTK2/PTK7/RAC3/RGMA/S100A6/SEMA3F/SEMA4B/SPP1/TSKU/TUBB3/ULK1",25
"GO:0010631","GO:0010631","epithelial cell migration","25/577","222/9364",0.00246604736659694,0.0690493262647143,0.0618410159529,"ABL1/ANLN/ANXA3/BCAR1/CYP1B1/DAB2IP/DOCK1/EDN1/GADD45A/GIPC1/HBEGF/HSPB1/ITGA2/ITGA3/JUP/KITLG/LGMN/LPXN/PIK3C2A/PLEKHG5/PTK2/S100A9/TACSTD2/TESK1/ZEB2",25
"GO:0090132","GO:0090132","epithelium migration","25/577","222/9364",0.00246604736659694,0.0690493262647143,0.0618410159529,"ABL1/ANLN/ANXA3/BCAR1/CYP1B1/DAB2IP/DOCK1/EDN1/GADD45A/GIPC1/HBEGF/HSPB1/ITGA2/ITGA3/JUP/KITLG/LGMN/LPXN/PIK3C2A/PLEKHG5/PTK2/S100A9/TACSTD2/TESK1/ZEB2",25
"GO:0042110","GO:0042110","T cell activation","41/577","424/9364",0.0025731882392545,0.0715624513025102,0.0640917867273773,"ABL1/B2M/CCL19/CCR7/CD247/CD3D/CD74/CD84/CSK/DLG5/EFNB1/F2RL1/FANCA/FCER1G/FGL2/HLA-DMB/HLA-DPB1/HLA-DQA1/HLA-DQB1/HLA-DRB4/HSPH1/ICAM1/IL20RB/IL4R/JAK3/KITLG/LAPTM5/LAX1/LCP1/LIPA/LY9/MAP3K8/NLRP3/PDCD1LG2/PTPRC/RC3H1/SLAMF7/SPI1/THEMIS/TMEM131L/TP53",41
"GO:0090130","GO:0090130","tissue migration","25/577","223/9364",0.00262113371181113,0.0724066198511048,0.064847829450813,"ABL1/ANLN/ANXA3/BCAR1/CYP1B1/DAB2IP/DOCK1/EDN1/GADD45A/GIPC1/HBEGF/HSPB1/ITGA2/ITGA3/JUP/KITLG/LGMN/LPXN/PIK3C2A/PLEKHG5/PTK2/S100A9/TACSTD2/TESK1/ZEB2",25
"GO:0001101","GO:0001101","response to acid chemical","13/577","88/9364",0.00270465789806818,0.0742158127229909,0.0664681540984896,"BCL2L2/COL1A2/COL3A1/COL5A2/COL6A1/CYBB/EDN1/EGFR/MEAK7/MMP2/PDGFC/PLEC/SLC7A5",13
"GO:0032612","GO:0032612","interleukin-1 production","12/577","78/9364",0.00275572608209243,0.0742446917130176,0.0664940183057101,"APP/CARD8/CCL19/CCR7/F2RL1/GBP5/HSPB1/IL16/NLRP3/TLR4/TLR8/TYROBP",12
"GO:0032652","GO:0032652","regulation of interleukin-1 production","12/577","78/9364",0.00275572608209243,0.0742446917130176,0.0664940183057101,"APP/CARD8/CCL19/CCR7/F2RL1/GBP5/HSPB1/IL16/NLRP3/TLR4/TLR8/TYROBP",12
"GO:0046466","GO:0046466","membrane lipid catabolic process","6/577","24/9364",0.0027598245461836,0.0742446917130176,0.0664940183057101,"ASAH1/ASAH2B/CYP1B1/FUCA1/HEXA/NAGA",6
"GO:0045665","GO:0045665","negative regulation of neuron differentiation","7/577","32/9364",0.00283063885984316,0.0756552567994443,0.0677573293723222,"APP/B2M/DDX6/IRX3/JAG1/NOTCH3/SOX2",7
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","19/577","154/9364",0.00286299159689624,0.0760262800827416,0.0680896201856071,"ABL1/CCL19/CD74/F2RL1/FCER1G/FGL2/HLA-DMB/ICAM1/IL4R/IRF8/JAK3/LCP1/LY9/NLRP3/PTPRC/RC3H1/SPI1/TLR4/TP53",19
"GO:0060142","GO:0060142","regulation of syncytium formation by plasma membrane fusion","5/577","17/9364",0.00290347622751729,0.0766071035414178,0.0686098093708877,"CXCL9/EHD1/IL4R/NFATC2/TYROBP",5
